;pos_time;latitude;longitude;altitude;alt_time;pitch;roll;yaw
0;1666767343.5356271;46.9755343;7.1803557;-0.04000000283122063;1666767343.7191129;-0.22986184060573578;-0.2817370295524597;90.6453857421875
1;1666767343.7620625;46.9755343;7.1803558;-0.0430000014603138;1666767343.931882;-0.1682414710521698;-0.39411142468452454;90.66876983642578
2;1666767343.9679925;46.9755343;7.1803558;-0.04200000315904617;1666767344.141722;-0.09978771954774857;-0.3015165328979492;90.80973052978516
3;1666767344.1817386;46.9755343;7.1803558;-0.04100000113248825;1666767344.3720574;-0.09979172796010971;-0.3491714894771576;90.73493194580078
4;1666767344.4052436;46.9755343;7.1803558;-0.03700000047683716;1666767344.5867777;-0.1172737255692482;-0.21848104894161224;90.64472961425781
5;1666767344.6248424;46.9755343;7.1803558;-0.03400000184774399;1666767344.7966173;-0.11935153603553772;-0.3024786710739136;90.50735473632812
6;1666767344.8385847;46.9755343;7.1803558;-0.03100000135600567;1666767345.004518;-0.046142399311065674;-0.3622766137123108;90.68378448486328
7;1666767345.0435443;46.9755343;7.1803558;-0.03100000135600567;1666767345.2104402;-0.11874102056026459;-0.4039860963821411;90.7539291381836
8;1666767345.2455785;46.9755343;7.1803558999999995;-0.03400000184774399;1666767345.4427292;-0.06972960382699966;-0.15601514279842377;90.50830078125
9;1666767345.4768877;46.9755343;7.1803558999999995;-0.030000001192092896;1666767345.6633058;-0.16768310964107513;-0.3683062195777893;90.48068237304688
10;1666767345.708203;46.9755343;7.1803558999999995;-0.027000000700354576;1666767345.873148;0.05808471888303757;-0.385847270488739;90.51154327392578
11;1666767345.9209735;46.9755343;7.1803558999999995;-0.024000000208616257;1666767346.179609;-0.12976793944835663;-0.2163694053888321;90.46383666992188
12;1666767346.2176735;46.9755343;7.1803558999999995;-0.024000000208616257;1666767346.394327;0.06478201597929001;-0.4299795925617218;90.46157836914062
13;1666767346.4372737;46.9755343;7.1803558999999995;0.0;1666767346.626615;-0.19896133244037628;-0.15430927276611328;90.47028350830078
14;1666767346.6744409;46.9755343;7.1803558999999995;-0.004000000189989805;1666767346.871594;-0.10079340636730194;-0.27861055731773376;90.46985626220703
15;1666767347.4152257;46.9755343;7.1803558999999995;-0.009000000543892384;1666767347.6201851;-0.061742957681417465;-0.32662951946258545;90.58609008789062
16;1666767347.6504402;46.9755343;7.1803558999999995;-0.015000000596046448;1666767347.8124557;-0.19479171931743622;-0.3648122549057007;90.53926849365234
17;1666767347.8456376;46.9755343;7.1803558999999995;-0.020000001415610313;1666767348.0164382;-0.12018032371997833;-0.40487760305404663;90.52224731445312
18;1666767348.0623107;46.9755342;7.1803558999999995;-0.024000000208616257;1666767348.2477524;0.0414566732943058;-0.28452068567276;90.5920639038086
19;1666767348.2819118;46.9755342;7.180356;-0.02800000086426735;1666767348.4508152;-0.220786452293396;-0.36214587092399597;90.56731414794922
20;1666767348.485952;46.9755342;7.180356;-0.029000001028180122;1666767348.6714404;-0.0907336100935936;-0.30338504910469055;90.57962799072266
21;1666767348.7065756;46.9755342;7.180356;-0.02200000174343586;1666767348.8919275;-0.13755665719509125;-0.1468215435743332;90.43740844726562
22;1666767348.932456;46.9755342;7.180356;0.003000000026077032;1666767349.1120958;-0.030948398634791374;-0.30833497643470764;90.68927001953125
23;1666767349.1599176;46.9755342;7.180356;0.007000000216066837;1666767349.5483654;-0.0946597009897232;-0.26130411028862;90.67021942138672
24;1666767349.5825262;46.9755342;7.180356;0.01100000087171793;1666767349.6898885;-0.04902826249599457;-0.38121798634529114;90.98089599609375
