;pos_time;latitude;longitude;altitude;alt_time;pitch;roll;yaw
0;1666858655.244221;46.9755347;7.1803567;-0.005000000353902578;1666858655.4101434;-0.6270994544029236;0.022247791290283203;87.92882537841797
1;1666858655.4599173;46.9755347;7.1803567;-0.00800000037997961;1666858655.6141274;-0.4792673587799072;0.12199781835079193;87.77137756347656
2;1666858655.6619508;46.9755347;7.180356799999999;-0.013000000268220901;1666858655.8132315;-0.5988534688949585;0.15923616290092468;87.8315200805664
3;1666858655.8678858;46.9755347;7.180356799999999;-0.015000000596046448;1666858656.014288;-0.5915520787239075;0.43439143896102905;87.6119384765625
4;1666858656.169471;46.9755348;7.180356799999999;-0.018000001087784767;1666858656.3256328;-0.6582323312759399;0.36134496331214905;87.52922821044922
5;1666858656.3744307;46.9755347;7.1803567;-0.021000001579523087;1666858656.5227828;-0.4977192282676697;0.31542840600013733;87.4793701171875
6;1666858656.5735352;46.9755347;7.1803567;-0.027000000700354576;1666858656.7345755;-0.673458456993103;0.255815327167511;87.3434829711914
7;1666858656.787281;46.975534599999996;7.1803567;-0.030000001192092896;1666858656.93856;-0.6592748761177063;0.20004183053970337;87.56240844726562
8;1666858656.9912627;46.975534599999996;7.1803567;-0.029000001028180122;1666858657.144495;-0.641979992389679;-0.02032669074833393;87.7028579711914
9;1666858657.2147708;46.975534599999996;7.1803567;-0.029000001028180122;1666858657.3553143;-0.5299131870269775;0.4020056426525116;87.51810455322266
10;1666858657.4148486;46.975534599999996;7.1803567;-0.036000002175569534;1666858657.5602722;-0.5645750164985657;0.10288792103528976;87.47168731689453
11;1666858657.620785;46.975534599999996;7.1803566;-0.04400000348687172;1666858657.7779224;-0.6567181944847107;-0.005564461462199688;87.4837875366211
12;1666858657.827698;46.975534499999995;7.1803566;-0.04700000211596489;1666858657.97312;-0.5237410664558411;-0.08504649996757507;87.74512481689453
13;1666858658.0209444;46.975534499999995;7.1803566;0.0020000000949949026;1666858658.183939;-0.5583459734916687;-0.08168002963066101;87.58932495117188
14;1666858658.2356644;46.975534499999995;7.180356499999999;0.0;1666858658.387923;-0.45591655373573303;-0.09072142094373703;87.65132904052734
15;1666858658.4455073;46.975534499999995;7.180356499999999;0.0;1666858658.587025;-0.5719351768493652;-0.3781190514564514;87.87199401855469
16;1666858658.6397288;46.975534499999995;7.1803566;0.0010000000474974513;1666858658.7988186;-0.4405405819416046;-0.11038995534181595;87.73931121826172
17;1666858658.8964186;46.975534499999995;7.1803566;0.007000000216066837;1666858659.034034;-0.4957846701145172;-0.2107391655445099;87.77007293701172
18;1666858659.0886898;46.975534499999995;7.1803566;0.01600000075995922;1666858659.24973;-0.6306988596916199;0.14392046630382538;87.75086212158203
19;1666858659.307314;46.975534499999995;7.180356499999999;0.01900000125169754;1666858659.4605465;-0.39900264143943787;-0.06956759095191956;87.82054138183594
20;1666858659.5122774;46.975534499999995;7.180356499999999;0.0;1666858659.675267;-0.6418306827545166;0.19300363957881927;87.76322937011719
21;1666858659.7397356;46.975534499999995;7.1803564;0.0;1666858659.9253933;-0.4390309453010559;-0.07358479499816895;87.83513641357422
22;1666858659.980921;46.975534599999996;7.1803563;-0.003000000026077032;1666858660.1258812;-0.5879172682762146;-0.030284706503152847;87.86615753173828
23;1666858660.178572;46.975534599999996;7.1803563;-0.0020000000949949026;1666858660.3543048;-0.38324204087257385;0.08932419866323471;87.89060974121094
24;1666858660.3992016;46.975534599999996;7.1803563;-0.0020000000949949026;1666858660.6711633;-0.6041417121887207;0.2939314544200897;87.826904296875
25;1666858660.7488446;46.975534599999996;7.1803564;-0.0020000000949949026;1666858660.9133048;-0.5475183129310608;0.21075421571731567;87.84867858886719
26;1666858660.9671128;46.975534599999996;7.1803564;0.0;1666858661.1311803;-0.4271559715270996;0.3988366425037384;87.9479751586914
27;1666858661.1809585;46.975534499999995;7.180356499999999;0.0;1666858661.3528438;-0.3990980088710785;0.37355130910873413;87.86691284179688
28;1666858661.406579;46.975534499999995;7.180356499999999;0.0020000000949949026;1666858661.5633528;-0.6539223194122314;0.5886676907539368;87.72891235351562
29;1666858661.6127243;46.975534499999995;7.180356499999999;0.0020000000949949026;1666858661.794468;-0.4675671458244324;0.8901115655899048;87.89592742919922
30;1666858661.8428545;46.975534499999995;7.180356499999999;0.005000000353902578;1666858662.0333726;-0.5520016551017761;2.7074997425079346;88.03775787353516
31;1666858662.1105733;46.9755344;7.180356499999999;0.01100000087171793;1666858662.2839878;-1.0989631414413452;4.15395450592041;87.65972900390625
32;1666858662.3235428;46.9755342;7.180356499999999;0.023000001907348633;1666858662.4896817;4.7748942375183105;-2.025414228439331;83.61760711669922
33;1666858662.5492709;46.975533899999995;7.1803566;0.05300000309944153;1666858662.7317817;1.5632379055023193;1.2690043449401855;82.53056335449219
34;1666858662.814744;46.9755336;7.1803566;0.09700000286102295;1666858662.9806623;5.108788013458252;-0.34284400939941406;83.24512481689453
35;1666858663.0402002;46.9755335;7.180356799999999;0.15600000321865082;1666858663.2158794;-2.48721981048584;-1.8792608976364136;84.42412567138672
36;1666858663.2744384;46.975533299999995;7.1803569;0.22800001502037048;1666858663.456951;-0.8906577825546265;-1.6724096536636353;85.70082092285156
37;1666858663.5086787;46.975533299999995;7.180357;0.31300002336502075;1666858663.7087595;-4.203403949737549;-1.1857143640518188;86.35099792480469
38;1666858663.8083115;46.975533399999996;7.180357099999999;0.41600000858306885;1666858663.992776;-4.897161483764648;-0.48696017265319824;86.73323059082031
